Station_1,Station_2,Distance_km,Cost_Euros
29,36,1.8966091093574984,0.056898273280724956
29,37,3.2599422926191823,0.09779826877857546
30,31,1.3839174016001936,0.04151752204800581
30,32,2.7301637286349254,0.08190491185904776
30,33,2.857647842868797,0.08572943528606392
30,34,5.063277548257447,0.15189832644772341
30,35,2.432939732644762,0.07298819197934285
30,36,2.1107447721799146,0.06332234316539744
30,37,3.461845910910355,0.10385537732731065
31,32,1.397013015652237,0.041910390469567106
31,33,1.6265130481693595,0.048795391445080785
31,34,3.7773957624742276,0.11332187287422682
31,35,1.1384137329915538,0.03415241198974661
31,36,1.0460374479614072,0.031381123438842216
31,37,2.369508403375166,0.07108525210125498
32,33,0.4523654086360035,0.013570962259080104
32,34,3.008759945651886,0.09026279836955658
32,35,1.1485459345289641,0.03445637803586892
32,36,1.6240727123596763,0.04872218137079029
32,37,2.2824388583722297,0.0684731657511669
33,34,3.3408102405213986,0.10022430721564196
33,35,1.589508521614087,0.0476852556484226
33,36,2.035776847976349,0.06107330543929047
33,37,2.7304179211082733,0.0819125376332482
34,35,2.646349851329682,0.07939049553989046
34,36,2.978179426062278,0.08934538278186833
34,37,1.8101650380805396,0.054304951142416194
35,36,0.5595298535317169,0.016785895605951506
35,37,1.3179279755987243,0.03953783926796173
36,37,1.3693869056579397,0.041081607169738195
